name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area
Wells Fargo,140,82699420,,bank,,,"POLYGON ((-122.3127406 47.6569136, -122.3130773 47.6569182, -122.3130736 47.6570415, -122.3127369 47.6570369, -122.3127406 47.6569136))",POINT (-122.3129071 47.65697755000001),346.6
,141,98531403,,yes,,,"POLYGON ((-122.3137246 47.659879, -122.3136428 47.6598776, -122.3136424 47.6598881, -122.31357 47.6598869, -122.3135703 47.6598768, -122.3133216 47.6598726, -122.3133211 47.6598854, -122.3133088 47.6598852, -122.3133009 47.6600973, -122.3135092 47.6601008, -122.3137163 47.6601043, -122.3137246 47.659879))",POINT (-122.3135124232328 47.65998933312445),772.9
,142,98531408,,yes,,,"POLYGON ((-122.3137092 47.6606575, -122.3137136 47.6605366, -122.3132868 47.6605295, -122.3132823 47.6606504, -122.3137092 47.6606575))",POINT (-122.3134979744241 47.66059350235074),430.9
Earl's on the Ave,143,98531416,,bar,,,"POLYGON ((-122.3137006 47.6608762, -122.3137006 47.6607611, -122.313282 47.6607606, -122.3132766 47.6608729, -122.3137006 47.6608762))",POINT (-122.3134908040545 47.66081782679255),399.8
,144,98531433,,yes,,,"POLYGON ((-122.3137006 47.6607611, -122.3137092 47.6606575, -122.3132823 47.6606504, -122.313282 47.6607606, -122.3137006 47.6607611))",POINT (-122.3134913828633 47.66070720005492),377.3
,145,98531436,,yes,,,"POLYGON ((-122.3136925 47.6610939, -122.3136988 47.6609848, -122.3132733 47.6609835, -122.3132729 47.6610011, -122.3132709 47.6610915, -122.3136925 47.6610939))",POINT (-122.3134842392364 47.66103834411358),383.7
,146,98531442,,yes,,,"POLYGON ((-122.3137136 47.6605366, -122.313715 47.6604282, -122.313288 47.6604215, -122.3132649 47.6604211, -122.313261 47.6605292, -122.3132868 47.6605295, -122.3137136 47.6605366))",POINT (-122.3134887633905 47.66047880572213),407.6
,147,98531462,,yes,,,"POLYGON ((-122.3130333 47.6599872, -122.3130562 47.6599873, -122.3130564 47.659962, -122.3130568 47.6598634, -122.3128723 47.659863, -122.3128723 47.6598761, -122.3126245 47.659875, -122.3126251 47.6599863, -122.3130333 47.6599872))",POINT (-122.312846430559 47.65992834183309),419.7
,148,98531465,,yes,,,"POLYGON ((-122.3136165 47.6602091, -122.3136163 47.6601198, -122.3135085 47.6601188, -122.3135092 47.6601008, -122.3133009 47.6600973, -122.3132981 47.6602058, -122.3136165 47.6602091))",POINT (-122.3134512836923 47.66015632153869),268.5
,149,98531485,,yes,,,"POLYGON ((-122.3141649 47.6611912, -122.3141722 47.6608622, -122.3137468 47.6608593, -122.3137422 47.6611727, -122.3139733 47.6611742, -122.3140389 47.6612022, -122.3140918 47.6611809, -122.3140916 47.6611905, -122.3141649 47.6611912))",POINT (-122.3139591253675 47.66102086339188),1133.8
,150,98531486,,yes,,,"POLYGON ((-122.3137209 47.6602104, -122.3136165 47.6602091, -122.3132981 47.6602058, -122.313288 47.6604215, -122.313715 47.6604282, -122.3137209 47.6602104))",POINT (-122.3135058418706 47.66031662044357),769.2
,151,98531490,,yes,,,"POLYGON ((-122.3136914 47.6611816, -122.3136925 47.6610939, -122.3132709 47.6610915, -122.3132678 47.6611769, -122.3136914 47.6611816))",POINT (-122.3134815779794 47.66113601788174),305.3
,152,98531493,,yes,,,"POLYGON ((-122.3130338 47.6601039, -122.3130551 47.660104, -122.3130562 47.6599873, -122.3130333 47.6599872, -122.3126251 47.6599863, -122.3126241 47.6601024, -122.3130338 47.6601039))",POINT (-122.3128403175119 47.66004498148584),418.8
,153,98531503,,retail,,,"POLYGON ((-122.3130286 47.661179, -122.3130279 47.6610699, -122.312609 47.6610689, -122.3126084 47.6611781, -122.3130286 47.661179))",POINT (-122.3128184420384 47.66112400311033),382.1
,154,98531508,,yes,,,"POLYGON ((-122.3136988 47.6609848, -122.3137006 47.6608762, -122.3132766 47.6608729, -122.3132733 47.6609835, -122.3136988 47.6609848))",POINT (-122.3134866758221 47.66092937773841),388.5
,155,98531509,,yes,,,"POLYGON ((-122.3130279 47.6610699, -122.3130279 47.6609743, -122.3126049 47.6609717, -122.3126037 47.6609717, -122.312609 47.6610689, -122.3130279 47.6610699))",POINT (-122.3128165446414 47.66102109550828),339.1
,156,98531519,,yes,,,"POLYGON ((-122.3130271 47.6607493, -122.3130338 47.6601039, -122.3126241 47.6601024, -122.3126236 47.6603776, -122.3126229 47.6607474, -122.3127276 47.6607467, -122.3130271 47.6607493))",POINT (-122.3128270363375 47.66042472754773),2189.0
,157,98531526,,yes,,,"POLYGON ((-122.3130295 47.660854, -122.3130271 47.6607493, -122.3127276 47.6607467, -122.3127268 47.6608521, -122.3130295 47.660854))",POINT (-122.3128775777901 47.66080061690477),263.9
the Stanford Apartments,158,98531533,,apartments,,,"POLYGON ((-122.3140115 47.6586304, -122.3140127 47.6585592, -122.3138604 47.6585581, -122.3138505 47.658558, -122.3138507 47.6585446, -122.3138512 47.6585136, -122.3138135 47.6585133, -122.3138142 47.6584807, -122.3138144 47.6584711, -122.3138153 47.6584127, -122.3138525 47.658413, -122.3138526 47.6584082, -122.3140194 47.6584094, -122.3142339 47.658411, -122.314229 47.6586318, -122.3140899 47.6586309, -122.3140115 47.6586304))",POINT (-122.3140476415108 47.65850595252793),636.5
University Masonic Center,159,98531546,,yes,,,"POLYGON ((-122.3130279 47.6609743, -122.3130295 47.660854, -122.3127268 47.6608521, -122.3126189 47.6608514, -122.3126196 47.6608802, -122.3126044 47.660881, -122.3126049 47.6609717, -122.3130279 47.6609743))",POINT (-122.3128183814164 47.66091318041164),422.3
,160,98531547,,yes,,,"POLYGON ((-122.3149421 47.6603486, -122.3149762 47.6603489, -122.3149728 47.6605285, -122.3149335 47.6605282, -122.3149331 47.6605531, -122.3149213 47.6609266, -122.3149163 47.6611637, -122.3153469 47.6611653, -122.3153624 47.6607069, -122.3153832 47.6599146, -122.3151917 47.6599121, -122.3151847 47.6600412, -122.314951 47.6600369, -122.3149474 47.6601253, -122.3149421 47.6603486))",POINT (-122.315157504223 47.66057448771159),4205.4
,161,98565039,,yes,,,"POLYGON ((-122.3130206 47.6617437, -122.3130223 47.6615821, -122.312599 47.66158, -122.3125979 47.661741, -122.3130206 47.6617437))",POINT (-122.3128100820236 47.66166168184837),569.4
,162,98565040,,yes,,,"POLYGON ((-122.3130223 47.6615821, -122.3130339 47.6615822, -122.3130365 47.6613826, -122.3130328 47.661371, -122.3130161 47.6613571, -122.3129975 47.6613523, -122.3125941 47.6613503, -122.312599 47.66158, -122.3130223 47.6615821))",POINT (-122.3128152732506 47.66146624619759),838.3
,163,98565042,,parking,,,"POLYGON ((-122.3125473 47.6616358, -122.3121369 47.6616318, -122.3121196 47.6616317, -122.3121053 47.6623089, -122.312533 47.662313, -122.312543 47.6617897, -122.3125438 47.661775, -122.3125446 47.6617633, -122.3125473 47.6616358))",POINT (-122.3123260824832 47.66197235177568),2415.1
,164,98565043,,yes,,,"POLYGON ((-122.3129857 47.6621322, -122.3130075 47.6621322, -122.3130071 47.661967, -122.3125951 47.6619673, -122.3125953 47.6621304, -122.3129857 47.6621322))",POINT (-122.3128017070053 47.66204925619376),564.6
,165,98565046,,yes,,,"POLYGON ((-122.3130071 47.661967, -122.3130344 47.6619672, -122.3130378 47.6617439, -122.3130206 47.6617437, -122.3125979 47.661741, -122.3125976 47.6617688, -122.3125951 47.6619673, -122.3130071 47.661967))",POINT (-122.3128158073717 47.66185474948521),824.4
Forty Five Forty Five Building,166,98565047,,commercial,,,"POLYGON ((-122.3125548 47.6613643, -122.3121288 47.6613618, -122.3121261 47.6615769, -122.3121376 47.661577, -122.3121369 47.6616318, -122.3125473 47.6616358, -122.3125548 47.6613643))",POINT (-122.3123404435802 47.66149759583022),952.5
,167,98565052,,yes,,,"POLYGON ((-122.3129821 47.662409, -122.3129842 47.6622978, -122.3128487 47.6622971, -122.3128484 47.6623166, -122.3125752 47.6623153, -122.312574 47.6624065, -122.3129821 47.662409))",POINT (-122.3127880440897 47.66235838698146),333.8
,168,98565053,,yes,,,"POLYGON ((-122.3129796 47.662576, -122.3129821 47.662409, -122.312574 47.6624065, -122.3125726 47.6625718, -122.3129796 47.662576))",POINT (-122.3127774247399 47.66249079118197),565.1
,169,98565055,,yes,,,"POLYGON ((-122.3129842 47.6622978, -122.3129857 47.6621322, -122.3125953 47.6621304, -122.3125791 47.6621304, -122.3125775 47.6622959, -122.3128487 47.6622971, -122.3129842 47.6622978))",POINT (-122.3127816275862 47.66221404376341),561.8
,170,98567926,,yes,,,"POLYGON ((-122.3136548 47.6625788, -122.3136617 47.6621946, -122.313246 47.6621953, -122.3132457 47.6623954, -122.31324 47.6625758, -122.3136548 47.6625788))",POINT (-122.3134516720048 47.66238605214724),1320.4
,171,98567928,,parking,,,"POLYGON ((-122.3148477 47.6618492, -122.3148625 47.6617199, -122.3145973 47.6617196, -122.3145971 47.6617945, -122.314597 47.6618312, -122.3144964 47.6618311, -122.3144967 47.6617192, -122.3144006 47.6617189, -122.3143966 47.6617189, -122.3143932 47.6618463, -122.3148477 47.6618492))",POINT (-122.3146441262734 47.66178528382886),398.7
,172,98567929,,retail,,,"POLYGON ((-122.3136745 47.6615864, -122.3136835 47.6613763, -122.3133137 47.66137, -122.3132629 47.6613691, -122.3132626 47.6613861, -122.3132594 47.6615833, -122.3136745 47.6615864))",POINT (-122.3134694184063 47.66147853594014),740.0
,173,98567932,,yes,,,"POLYGON ((-122.3136638 47.6620319, -122.3136688 47.6619165, -122.3132532 47.6619142, -122.3132537 47.6620315, -122.3136638 47.6620319))",POINT (-122.3134593210463 47.66197339315752),400.9
Saint Moritz,174,98567933,,apartments,,,"POLYGON ((-122.3136626 47.6617357, -122.3136745 47.6615864, -122.3132594 47.6615833, -122.3132598 47.661742, -122.3136626 47.6617357))",POINT (-122.3134619987136 47.66166146112091),525.4
,175,98567935,,parking,,,"POLYGON ((-122.3149031 47.6618182, -122.3148935 47.6619728, -122.3148881 47.6620532, -122.3148824 47.6621008, -122.3148772 47.6621285, -122.314865 47.6622127, -122.3148505 47.6622582, -122.3148384 47.6623022, -122.3147841 47.6625009, -122.3147803 47.6625169, -122.3147741 47.6625464, -122.3147682 47.6625895, -122.3147589 47.6626848, -122.3151328 47.6626868, -122.3151432 47.6624727, -122.3151665 47.6624263, -122.3151925 47.6623777, -122.3152123 47.6623187, -122.3152264 47.6622544, -122.3152358 47.6622179, -122.3152203 47.6622156, -122.315222 47.662208, -122.3152245 47.6621982, -122.3152415 47.6622012, -122.3152472 47.6621734, -122.315255 47.6621319, -122.3152601 47.6620989, -122.315267 47.6620541, -122.3152763 47.6619868, -122.3152773 47.6619172, -122.3152746 47.6617803, -122.3150112 47.6617784, -122.3149811 47.6617782, -122.314981 47.6617859, -122.3149744 47.6617859, -122.3149498 47.6617862, -122.3149383 47.6617882, -122.3149277 47.6617918, -122.3149184 47.6617969, -122.314911 47.6618031, -122.3149058 47.6618104, -122.3149031 47.6618182))",POINT (-122.3150314743596 47.6622307125641),2813.1
,176,98567938,,yes,,,"POLYGON ((-122.3135592 47.6627978, -122.3135617 47.6627494, -122.3136517 47.6627503, -122.313656 47.6626842, -122.31324 47.6626864, -122.3132393 47.662796, -122.3135592 47.6627978))",POINT (-122.313431035133 47.66273768175372),349.0
,177,98567950,,yes,,,"POLYGON ((-122.3153318 47.6613851, -122.3151088 47.661383, -122.315108 47.6614263, -122.3151224 47.6614263, -122.3151347 47.6614263, -122.315134 47.6614439, -122.3151169 47.661444, -122.3151166 47.6614839, -122.3151165 47.6614956, -122.3151164 47.6615013, -122.3151158 47.6615816, -122.315329 47.6615824, -122.3153318 47.6613851))",POINT (-122.3152230981466 47.66148259571634),353.8
,178,98567954,,yes,,,"POLYGON ((-122.313656 47.6626842, -122.3136548 47.6625788, -122.31324 47.6625758, -122.31324 47.6626864, -122.313656 47.6626842))",POINT (-122.3134460330402 47.66263132501978),374.4
,179,98567957,,yes,,,"POLYGON ((-122.3136617 47.6621946, -122.3136618 47.6621405, -122.3132476 47.6621402, -122.313246 47.6621953, -122.3136617 47.6621946))",POINT (-122.3134536418817 47.66216766658221),189.1
,180,98567959,,yes,,,"POLYGON ((-122.3136442 47.6630129, -122.3136451 47.6629099, -122.3135579 47.662909, -122.3132379 47.6629073, -122.3132359 47.6630144, -122.3136442 47.6630129))",POINT (-122.3134395145979 47.66296106024652),358.0
W Comotion,181,98567962,,yes,,,"POLYGON ((-122.3182826 47.662488, -122.3182851 47.6621337, -122.3178705 47.6621283, -122.3178739 47.662011, -122.3178249 47.6620054, -122.3178218 47.6620506, -122.3175958 47.6620488, -122.3175856 47.6625985, -122.3179949 47.6625992, -122.3179953 47.6624876, -122.3181378 47.6624878, -122.3182826 47.662488))",POINT (-122.3179011637772 47.66232562923751),2646.5
,182,98567963,,yes,,,"POLYGON ((-122.3136688 47.6619165, -122.3136626 47.6617357, -122.3132598 47.661742, -122.3132532 47.6619142, -122.3136688 47.6619165))",POINT (-122.3134627731042 47.66182755225754),602.7
,183,98567964,,yes,,,"POLYGON ((-122.3136618 47.6621405, -122.3136638 47.6620319, -122.3132537 47.6620315, -122.3132476 47.6621402, -122.3136618 47.6621405))",POINT (-122.3134566889347 47.66208611495684),373.7
,184,98567967,,parking,,,"POLYGON ((-122.3164556 47.6620647, -122.3164596 47.6616947, -122.3160125 47.6616928, -122.3160219 47.6620638, -122.3164556 47.6620647))",POINT (-122.3162372983195 47.66187806075759),1361.5
,185,98567968,,yes,,,"POLYGON ((-122.3179933 47.6630368, -122.3179949 47.6625992, -122.3175856 47.6625985, -122.3175839 47.6630354, -122.3179933 47.6630368))",POINT (-122.3177894795562 47.66281748427638),1493.6
,186,98567971,,yes,,,"POLYGON ((-122.3135579 47.662909, -122.3135592 47.6627978, -122.3132393 47.662796, -122.3132388 47.6628381, -122.3132385 47.6628593, -122.3132379 47.6629073, -122.3135579 47.662909))",POINT (-122.313398554479 47.66285252835035),297.0
,187,99063488,,parking,,,"POLYGON ((-122.3172539 47.6566375, -122.3172579 47.6564663, -122.3168194 47.6564616, -122.3168118 47.6567865, -122.3171118 47.6567897, -122.3172539 47.6566375))",POINT (-122.31702108529 47.65661726646474),1100.4
Transportation Services,188,99063586,,yes,,,"POLYGON ((-122.3136691 47.6565393, -122.3136697 47.6565172, -122.313535 47.6565158, -122.3135377 47.6564003, -122.3136105 47.6564011, -122.3136125 47.6563183, -122.3138059 47.6563203, -122.3138008 47.6565407, -122.3136691 47.6565393))",POINT (-122.3136858351286 47.65643168612243),414.7
Hardwick's,189,99094072,,retail,,,"POLYGON ((-122.3176543 47.6587879, -122.3176567 47.6586731, -122.3175606 47.6586722, -122.3175651 47.6584551, -122.3174666 47.6584541, -122.3174621 47.6586713, -122.3172635 47.6586694, -122.3172611 47.6587842, -122.3176543 47.6587879))",POINT (-122.3174764879376 47.6586754490795),555.3
Jack Straw Cultural Center,190,99094485,,yes,,,"POLYGON ((-122.3182537 47.6592388, -122.3182545 47.6593787, -122.3178948 47.6593754, -122.3178985 47.6592398, -122.3182537 47.6592388))",POINT (-122.3180763001472 47.65930832394322),410.9
,191,99094487,,apartments,,,"POLYGON ((-122.3183098 47.6593739, -122.3183108 47.659159, -122.3184988 47.6591594, -122.3184988 47.6592883, -122.3185358 47.6592884, -122.3185358 47.659159, -122.3187158 47.6591593, -122.3187148 47.6593747, -122.3183098 47.6593739))",POINT (-122.3185126596032 47.65926923228908),687.2
,192,99094552,,parking,,,"POLYGON ((-122.3187006 47.660384, -122.3186962 47.6599504, -122.3178845 47.6599416, -122.3178801 47.6603825, -122.3187006 47.660384))",POINT (-122.3182892059463 47.66016501068572),2977.8
Lot 3,193,99094580,,parking,,,"POLYGON ((-122.3142341 47.6592891, -122.3142348 47.6592184, -122.3142431 47.6589281, -122.3142452 47.6588529, -122.3142241 47.6588527, -122.3140861 47.6588513, -122.3138049 47.6588485, -122.3137925 47.6592857, -122.3142107 47.659289, -122.3142341 47.6592891))",POINT (-122.3140188276542 47.65906910685695),1605.5
,194,99768634,,apartments,,,"POLYGON ((-122.3153799 47.6631962, -122.315778 47.6631984, -122.3157752 47.6634277, -122.3156705 47.6634271, -122.3156714 47.6633551, -122.3155992 47.6633547, -122.3155983 47.663428, -122.3153992 47.6634269, -122.3154003 47.6633365, -122.3153782 47.6633364, -122.3153799 47.6631962))",POINT (-122.3155781921172 47.66330581585925),704.0
,195,99776146,,yes,,,"POLYGON ((-122.3112479 47.6633734, -122.3112458 47.66332, -122.3111982 47.6633179, -122.3111961 47.6632381, -122.3110343 47.6632367, -122.3110417 47.6633727, -122.3112479 47.6633734))",POINT (-122.3111290971259 47.66330934228932),202.5
,196,99776148,,yes,,,"POLYGON ((-122.3112088 47.6634845, -122.3112088 47.6633983, -122.3110121 47.6633998, -122.3110132 47.6634859, -122.3112088 47.6634845))",POINT (-122.3111107421729 47.66344208458926),141.0
North Parking Lot,197,99776151,,parking,,,"POLYGON ((-122.311841 47.663464, -122.3118494 47.6631685, -122.3114413 47.6631643, -122.3114361 47.6634576, -122.3115238 47.6634569, -122.3115249 47.6635039, -122.3117924 47.6635053, -122.3117913 47.6634669, -122.311841 47.663464))",POINT (-122.311643708145 47.66332842048634),1095.9
Community Design Center,198,99926742,,yes,,,"POLYGON ((-122.3134843 47.6551897, -122.3136397 47.6551902, -122.3138186 47.6552762, -122.3134788 47.6552748, -122.3134843 47.6551897))",POINT (-122.3136107717076 47.65523802898407),176.1
,199,99926771,,yes,,,"POLYGON ((-122.3211224 47.6549357, -122.321124 47.6548503, -122.3212857 47.6548517, -122.3212896 47.6546498, -122.320997 47.6546472, -122.3209915 47.6549346, -122.3211224 47.6549357))",POINT (-122.3211280495831 47.65477221421338),586.5
,200,99926778,,yes,,,"POLYGON ((-122.3134942 47.6543467, -122.3134985 47.6541541, -122.3137504 47.6541566, -122.313751 47.6541335, -122.313811 47.6541341, -122.3138104 47.6541573, -122.3138612 47.6541578, -122.3138572 47.6543521, -122.3134942 47.6543467))",POINT (-122.3136800314032 47.65425059777719),597.6
,201,99926811,,yes,,,"POLYGON ((-122.3213885 47.6549659, -122.3215621 47.6549068, -122.3215642 47.6547982, -122.3216039 47.6547986, -122.3216069 47.6546438, -122.3214018 47.654642, -122.3214016 47.6546519, -122.3213453 47.6546514, -122.3213455 47.6546415, -122.3213015 47.6546411, -122.3213013 47.6546499, -122.3212896 47.6546498, -122.3212857 47.6548517, -122.3212848 47.6548978, -122.3213284 47.6548981, -122.3213278 47.6549289, -122.3213892 47.6549295, -122.3213885 47.6549659))",POINT (-122.3214384913829 47.65478249634036),709.2
,202,99926821,,yes,,,"POLYGON ((-122.3199621 47.6542236, -122.3199559 47.6541327, -122.3198135 47.6540268, -122.3197021 47.6540251, -122.3197046 47.6542186, -122.3199621 47.6542236))",POINT (-122.3198167238105 47.65413511108324),349.6
